真实值_第1小时,预测值_第1小时,真实值_第2小时,预测值_第2小时,真实值_第3小时,预测值_第3小时
0.0,3.6196883,3.8,3.6023571,3.8,3.6077454
3.8,4.705117,3.8,4.8460445,3.8,4.951868
3.8,3.504827,3.8,3.5020688,3.8,3.5076525
3.8,3.6139214,3.8,3.597826,3.6,3.5954545
3.8,3.707905,3.6,3.6682625,3.8,3.6546617
3.6,3.6732068,3.8,3.6307173,3.7,3.6139934
3.8,3.608989,3.7,3.5865726,3.8,3.5842764
3.7,3.7026002,3.8,3.6637776,3.6,3.6517522
3.8,3.67485,3.6,3.6151106,3.7,3.5920534
3.6,3.6371803,3.7,3.5688856,3.7,3.5467026
3.7,3.5521517,3.7,3.525713,3.7,3.5263965
3.7,3.5756953,3.7,3.6825674,3.7,3.8651989
3.7,3.6247096,3.7,3.8570771,3.7,4.0638914
3.7,3.8433354,3.7,3.849121,3.7,3.8264225
3.7,3.8452704,3.7,3.8411696,3.8,3.8145075
3.7,3.8275058,3.8,3.8143692,3.7,3.7986264
3.8,3.7711296,3.7,3.7679753,3.7,3.7676363
3.7,3.7528145,3.7,3.749095,3.7,3.7515228
3.7,3.6997626,3.7,3.6837633,3.7,3.6864374
3.7,3.6798208,3.7,3.6620784,3.7,3.664644
3.7,3.6696239,3.7,3.6494951,3.6,3.6506422
3.7,3.6697085,3.6,3.6490571,3.2,3.6497083
3.6,3.655185,3.2,3.6340914,3.8,3.6351354
3.2,3.5920534,3.8,3.573853,3.7,3.5810368
3.8,3.44775,3.7,3.4495835,3.7,3.4613407
3.7,3.6474605,3.7,3.630699,3.7,3.6360312
3.7,3.6763718,3.7,3.659563,3.7,3.6634364
3.7,3.7354665,3.7,3.700954,3.7,3.6917512
3.7,3.744011,3.7,3.7108743,3.7,3.6993687
3.7,3.7032158,3.7,3.678647,3.7,3.6755686
3.7,3.721086,3.7,3.6952775,3.7,3.6892354
3.7,3.7064416,3.7,3.6842096,3.7,3.6823127
3.7,3.7113914,3.7,3.689535,3.7,3.6873066
3.7,3.6940722,3.7,3.677884,3.7,3.6809433
3.7,3.7071102,3.7,3.7023656,3.7,3.7096844
3.7,3.714229,3.7,3.7186167,3.7,3.72987
3.7,3.770787,3.7,3.7715554,3.7,3.7788074
3.7,3.7191086,3.7,3.7495942,3.7,3.7837093
3.7,3.75241,3.7,3.7965093,3.7,3.8482776
3.7,3.8378577,3.7,3.861403,3.7,3.8557694
3.7,3.8602521,3.7,3.8617265,3.7,3.8344076
3.7,3.8313255,3.7,3.8287926,3.7,3.8104746
3.7,3.761844,3.7,3.755086,3.7,3.753105
3.7,3.7134938,3.7,3.695319,3.7,3.6952667
3.7,3.686289,3.7,3.6688774,3.6,3.671095
3.7,3.6816735,3.6,3.6632268,3.7,3.6648026
3.6,3.6738436,3.7,3.6536214,3.7,3.6541355
3.7,3.6254916,3.7,3.6057742,3.7,3.6089513
3.7,3.6601276,3.7,3.6402955,3.7,3.6423361
3.7,3.6392977,3.7,3.620445,3.7,3.6244683
3.7,3.6570609,3.7,3.6399846,3.7,3.6449342
3.7,3.6851916,3.7,3.6704092,3.7,3.6758244
3.7,3.6971135,3.7,3.6789439,3.7,3.6812334
3.7,3.7525935,3.7,3.7160625,3.7,3.703034
3.7,3.7724833,3.7,3.7235763,3.7,3.702058
3.7,3.7269666,3.7,3.6971796,3.7,3.689509
3.7,3.7097445,3.7,3.687909,3.7,3.6862931
3.7,3.711145,3.7,3.6931975,3.7,3.6940677
3.7,3.701276,3.7,3.6869822,3.7,3.6909318
3.7,3.7045126,3.7,3.6908638,3.7,3.6947691
3.7,3.7136562,3.7,3.7082262,3.7,3.714732
3.7,3.6879919,3.7,3.699887,3.7,3.7285275
3.7,3.6770425,3.7,3.726066,3.7,3.8870604
3.7,3.6634665,3.7,3.7964993,3.7,3.9582567
3.7,3.8665884,3.7,3.9895363,3.6,4.0360904
3.7,3.8629172,3.6,3.8559277,3.8,3.8262599
3.6,3.766265,3.8,3.7508924,3.7,3.7478466
3.8,3.6837716,3.7,3.6682642,3.7,3.670188
3.7,3.7965646,3.7,3.7368083,3.7,3.7092888
3.7,3.7106385,3.7,3.6723363,3.6,3.659894
3.7,3.667734,3.6,3.6457372,3.7,3.6451087
3.6,3.6603014,3.7,3.6376998,3.7,3.6368806
3.7,3.6008582,3.7,3.5803733,3.7,3.584567
3.7,3.6593297,3.7,3.6387575,3.7,3.640168
3.7,3.6688302,3.7,3.6516266,3.7,3.65592
3.7,3.6627314,3.7,3.648973,3.7,3.657479
3.7,3.675954,3.7,3.6686466,3.7,3.6832976
3.7,3.720141,3.7,3.7010155,3.6,3.700649
3.7,3.7989645,3.6,3.7446592,3.7,3.714917
3.6,3.7485619,3.7,3.6927752,3.7,3.66719
3.7,3.631116,3.7,3.6069624,3.6,3.6047966
3.7,3.6987748,3.6,3.663726,3.6,3.6533828
3.6,3.687205,3.6,3.6666832,3.6,3.6664042
3.6,3.6357794,3.6,3.61723,3.6,3.6204627
3.6,3.6223724,3.6,3.604478,3.6,3.6075425
3.6,3.6153061,3.6,3.5979478,3.6,3.6017191
3.6,3.639261,3.6,3.6294594,3.6,3.64172
3.6,3.5862224,3.6,3.632531,3.8999999,3.8863058
3.6,3.6139734,3.8999999,3.8114305,4.1,4.0143924
3.8999999,3.8882627,4.1,4.040598,4.2,4.097478
4.1,4.0642447,4.2,4.103932,4.1,4.0058384
4.2,4.2597203,4.1,4.1028285,3.8,3.9509025
4.1,4.0462885,3.8,3.884045,3.8,3.7587094
3.8,3.913014,3.8,3.7859125,3.6,3.707306
3.8,3.7581484,3.6,3.6952674,3.7,3.6661575
3.6,3.7571704,3.7,3.7142377,3.7,3.6954107
3.7,3.644344,3.7,3.6176682,3.7,3.6136787
3.7,3.685146,3.7,3.6572466,3.7,3.6514113
3.7,3.6912704,3.7,3.6687129,3.7,3.6670933
3.7,3.6902266,3.7,3.67987,3.7,3.6887422
3.7,3.655105,3.7,3.7453578,3.6,3.9843795
3.7,3.6898494,3.6,3.8353176,3.7,3.9961648
3.6,3.9674304,3.7,4.0411572,3.8,3.98855
3.7,3.6791775,3.8,3.6701553,3.8,3.676436
3.8,3.7055557,3.8,3.678381,3.8,3.6714053
3.8,3.7848434,3.8,3.7128663,3.7,3.6789424
3.8,3.757134,3.7,3.694317,3.7,3.6652658
3.7,3.7358446,3.7,3.7014673,3.7,3.6879456
3.7,3.699597,3.7,3.67464,3.7,3.6711156
3.7,3.6977062,3.7,3.6717594,3.2,3.6675978
3.7,3.689322,3.2,3.667091,3.7,3.6657748
3.2,3.6618538,3.7,3.6892552,3.7,3.771519
3.7,3.4286032,3.7,3.6215212,3.7,3.833038
3.7,3.742164,3.7,4.0120826,4.3,4.2010403
3.7,4.0581913,4.3,4.202029,4.4,4.2501993
4.3,3.7214866,4.4,3.7114043,4.1,3.721029
4.4,4.352622,4.1,4.177654,3.8999999,4.0208225
4.1,4.178249,3.8999999,3.9861448,3.8,3.8374026
3.8999999,3.9170923,3.8,3.785764,3.7,3.699984
3.8,3.79703,3.7,3.720496,3.7,3.6835933
3.7,3.7398875,3.7,3.6869483,3.7,3.6643236
3.7,3.6954143,3.7,3.6537297,3.8,3.6398978
3.7,3.6855643,3.8,3.6514742,3.8,3.6421647
3.8,3.6985912,3.8,3.6760612,3.7,3.6744561
3.8,3.7019522,3.7,3.7173662,4.0,3.9205496
3.7,3.7540452,4.0,3.9571507,4.3,4.1703086
4.0,4.1074767,4.3,4.318073,4.4,4.424971
4.3,4.243044,4.4,4.3195453,4.3,4.213731
4.4,4.3907857,4.3,4.2314367,4.0,4.0626698
4.3,4.2184863,4.0,4.029895,3.8999999,3.885422
4.0,4.0506277,3.8999999,3.8976462,3.8,3.7943819
3.8999999,3.8718355,3.8,3.8065193,3.8,3.7724369
3.8,3.839338,3.8,3.7981744,3.8,3.7785084
3.8,3.8094616,3.8,3.7748516,3.8,3.7587078
3.8,3.8121681,3.8,3.7791684,3.8,3.7637305
3.8,3.799934,3.8,3.773114,3.7,3.7614565
3.8,3.7427301,3.7,3.746011,4.0,3.9134026
3.7,3.7895963,4.0,4.012597,4.3,4.2617326
4.0,4.1136494,4.3,4.373849,4.5,4.5112357
4.3,4.2924337,4.5,4.4421268,4.5,4.400776
4.5,4.429478,4.5,4.3563004,4.1,4.207714
4.5,4.3969026,4.1,4.1944017,3.6,4.0269704
4.1,4.207923,3.6,4.0306034,3.8,3.9068966
3.6,3.9357815,3.8,3.8424876,3.8,3.7886894
3.8,3.7646344,3.8,3.7079284,3.8999999,3.6842735
3.8,3.8000329,3.8999999,3.7636147,3.8999999,3.7468102
3.8999999,3.8149889,3.8999999,3.7768521,3.8,3.759255
3.8999999,3.8377397,3.8,3.808317,3.8,3.7960787
3.8,3.8443666,3.8,3.8352606,3.8,3.8801985
3.8,3.7661154,3.8,3.8389742,4.2,4.1097407
3.8,3.9464607,4.2,4.2394342,4.5,4.422919
4.2,4.272119,4.5,4.4728093,4.5,4.5216103
4.5,4.3658614,4.5,4.355087,4.3,4.257117
4.5,4.5015097,4.3,4.317883,4.1,4.143234
4.3,4.2824473,4.1,4.0919147,3.8999999,3.9524674
4.1,4.084316,3.8999999,3.9491484,3.8999999,3.8741012
3.8999999,3.9514248,3.8999999,3.89565,3.8999999,3.8664563
3.8999999,3.873733,3.8999999,3.838156,3.8999999,3.8222845
3.8999999,3.8571937,3.8999999,3.822606,3.8999999,3.8072999
3.8999999,3.8725278,3.8999999,3.8391285,3.8999999,3.8244889
3.8999999,3.8691967,3.8999999,3.840722,3.8,3.8382096
3.8999999,3.8111463,3.8,3.8533647,4.2,4.0880303
3.8,3.9134333,4.2,4.1854258,4.5,4.418109
4.2,4.3106823,4.5,4.5377645,4.5,4.6197114
4.5,4.3711066,4.5,4.425835,4.4,4.362804
4.5,4.587429,4.4,4.4543166,4.0,4.282583
4.4,4.338628,4.0,4.1427755,3.8999999,3.9966142
4.0,4.1468678,3.8999999,3.9915874,3.8999999,3.8946023
3.8999999,3.9260018,3.8999999,3.8614259,3.8999999,3.827197
3.8999999,3.8743064,3.8999999,3.836728,3.8999999,3.8196545
3.8999999,3.8821375,3.8999999,3.8486702,3.8,3.8336825
3.8999999,3.8800688,3.8,3.8484414,3.8,3.8348663
3.8,3.8883471,3.8,3.862029,3.7,3.8551807
3.8,3.7817352,3.7,3.794753,4.2,3.9846413
3.7,3.8263075,4.2,4.086621,4.4,4.3203454
4.2,4.2284565,4.4,4.4956765,4.6,4.6146326
4.4,4.4485507,4.6,4.575413,4.6,4.5403924
4.6,4.5519066,4.6,4.492539,4.3,4.3880014
4.6,4.5127764,4.3,4.3149314,4.0,4.133581
4.3,4.330092,4.0,4.1294208,4.0,3.9884715
4.0,4.1107655,4.0,3.9771917,3.8,3.9026234
4.0,3.9133804,3.8,3.8626714,3.8999999,3.837998
3.8,3.920223,3.8999999,3.8844047,3.8,3.8714209
3.8999999,3.8268797,3.8,3.784454,3.8,3.7647407
3.8,3.8489618,3.8,3.8160272,3.8,3.8021464
3.8,3.7880046,3.8,3.7838557,3.8,3.845734
3.8,3.7582524,3.8,3.8223963,4.1,4.1036863
3.8,3.9328935,4.1,4.224518,4.4,4.4088244
4.1,4.215822,4.4,4.4271417,4.4,4.4854445
4.4,4.2868524,4.4,4.252986,4.1,4.118282
4.4,4.334757,4.1,4.1442337,4.0,3.9920342
4.1,4.137817,4.0,3.971121,3.8,3.85482
4.0,3.927499,3.8,3.8412619,3.7,3.7907007
3.8,3.899775,3.7,3.8624086,3.8,3.8460848
3.7,3.8238063,3.8,3.7912118,3.8,3.7758827
3.8,3.7630222,3.8,3.7325265,3.7,3.719349
3.8,3.8013523,3.7,3.7712362,3.7,3.7569993
3.7,3.8038611,3.7,3.7858527,3.7,3.7839627
3.7,3.6924229,3.7,3.7510703,4.2,4.0637155
3.7,3.7960787,4.2,4.119395,4.5,4.3624277
4.2,4.3105288,4.5,4.5263534,4.7,4.607063
4.5,4.4532943,4.7,4.5007586,4.7,4.4331765
4.7,4.6321855,4.7,4.5022817,4.4,4.329047
4.7,4.5328674,4.4,4.3232317,4.1,4.1204505
4.4,4.426083,4.1,4.199665,4.0,4.0327196
4.1,4.1471677,4.0,3.9896243,3.8999999,3.8909416
4.0,3.9375553,3.8999999,3.8651166,3.8999999,3.8267787
3.8999999,3.9021146,3.8999999,3.851106,3.8999999,3.8227584
3.8999999,3.8494666,3.8999999,3.8024743,3.8,3.7806482
3.8999999,3.835009,3.8,3.7950487,3.8,3.7772572
3.8,3.7857816,3.8,3.8147209,4.1,4.0384297
3.8,3.8245182,4.1,4.037207,4.4,4.3219357
4.1,4.1452994,4.4,4.399281,4.6,4.533577
4.4,4.3314366,4.6,4.4768972,4.5,4.436414
4.6,4.501002,4.5,4.392814,4.2,4.2277374
4.5,4.478844,4.2,4.2720947,4.0,4.0888557
4.2,4.209683,4.0,4.0306168,3.8999999,3.9072726
4.0,4.00562,3.8999999,3.8943274,3.8999999,3.8308885
3.8999999,3.9003086,3.8999999,3.8561466,3.5,3.8339086
3.8999999,3.8640735,3.5,3.82745,3.8,3.8113513
3.5,3.8537357,3.8,3.8195238,3.7,3.8046086
3.8,3.6896443,3.7,3.6700358,3.7,3.6705236
3.7,3.7152743,3.7,3.7253878,3.8999999,3.923165
3.7,3.7149563,3.8999999,3.8747802,4.3,4.1967673
3.8999999,3.9661858,4.3,4.2964244,4.5,4.480219
4.3,4.3332734,4.5,4.5228567,4.6,4.5431957
4.5,4.4770665,4.6,4.461964,4.3,4.3601193
4.6,4.53208,4.3,4.349983,4.0,4.1706305
4.3,4.3882337,4.0,4.1685166,3.8999999,4.001627
4.0,4.0831423,3.8999999,3.9245398,3.8999999,3.821277
3.8999999,3.8722386,3.8999999,3.7913988,3.8,3.750567
3.8999999,3.8276913,3.8,3.7733052,3.8,3.7481847
3.8,3.8403978,3.8,3.795999,3.8,3.7753294
3.8,3.8057466,3.8,3.764324,3.7,3.7457108
3.8,3.794524,3.7,3.7697568,3.7,3.76123
3.7,3.7290468,3.7,3.759089,4.0,3.9988654
3.7,3.7528145,4.0,3.978302,4.2,4.183888
4.0,4.048655,4.2,4.2422433,4.3,4.326786
4.2,4.1690826,4.3,4.1845946,4.0,4.0612392
4.3,4.2505474,4.0,4.0892096,3.8999999,3.941875
4.0,4.092435,3.8999999,3.9297292,3.7,3.8113947
3.8999999,3.8800502,3.7,3.7865496,3.6,3.7360363
3.7,3.833867,3.6,3.7861056,3.7,3.763027
3.6,3.748886,3.7,3.7089376,3.7,3.6929858
3.7,3.6695173,3.7,3.647006,3.7,3.6458554
3.7,3.696954,3.7,3.6731322,3.7,3.6700933
3.7,3.7057002,3.7,3.690569,3.6,3.6942322
3.7,3.6488676,3.6,3.7096462,4.1,4.0292892
3.6,3.6828747,4.1,3.9458842,4.4,4.179856
4.1,4.1583033,4.4,4.3668566,4.6,4.471077
4.4,4.348529,4.6,4.4168415,4.5,4.3634763
4.6,4.5453677,4.5,4.444687,4.2,4.307412
4.5,4.513307,4.2,4.3050265,4.0,4.112348
4.2,4.2431927,4.0,4.054561,3.8999999,3.9195733
4.0,3.9825723,3.8999999,3.8571277,3.8,3.7800624
3.8999999,3.8729694,3.8,3.8074088,3.8,3.7743454
3.8,3.8438287,3.8,3.7909684,3.8,3.7665515
3.8,3.7931533,3.8,3.7412121,3.7,3.7195218
3.8,3.788215,3.7,3.7418518,3.5,3.723121
3.7,3.772556,3.5,3.7596354,3.7,3.8126466
3.5,3.6476836,3.7,3.679197,4.0,3.880161
3.7,3.6506379,4.0,3.8345344,4.2,4.0079865
4.0,3.9344738,4.2,4.038702,4.2,4.0561185
4.2,4.1395774,4.2,4.0405974,3.8999999,3.8954852
4.2,4.1264114,3.8999999,3.9634726,3.8,3.827144
3.8999999,3.971748,3.8,3.825053,3.7,3.7210796
3.8,3.8156445,3.7,3.7421842,3.7,3.7073467
3.7,3.7862933,3.7,3.7308578,3.2,3.705716
3.7,3.717299,3.2,3.6832378,3.7,3.6727915
3.2,3.702135,3.7,3.6738505,3.6,3.6676474
3.7,3.535439,3.6,3.5133023,3.6,3.5228035
3.6,3.5804374,3.6,3.606813,3.6,3.8074389
3.6,3.5689485,3.6,3.6828084,3.8999999,3.9738915
3.6,3.7056425,3.8999999,3.9683816,4.1,4.1589065
3.8999999,3.959656,4.1,4.1141353,4.2,4.1589785
4.1,4.0520554,4.2,4.028308,4.0,3.9685657
4.2,4.262615,4.0,4.0966625,3.8,3.9524868
4.0,4.0909534,3.8,3.9225671,3.7,3.7954438
3.8,3.8355591,3.7,3.724437,3.6,3.6623147
3.7,3.73984,3.6,3.6600578,3.7,3.6252136
3.6,3.6604087,3.7,3.6234229,3.7,3.6134465
3.7,3.6074836,3.7,3.5824242,3.7,3.581782
3.7,3.661647,3.7,3.637576,3.7,3.6355479
3.7,3.6695733,3.7,3.6494713,3.6,3.650749
3.7,3.6722367,3.6,3.6589017,3.6,3.6667721
3.6,3.6612978,3.6,3.6531966,3.6,3.668279
3.6,3.647069,3.6,3.6369894,3.6,3.6503832
3.6,3.6821337,3.6,3.6632957,3.5,3.6651957
3.6,3.6204917,3.5,3.601027,3.4,3.6029592
3.5,3.587009,3.4,3.562287,3.5,3.5622587
3.4,3.5484598,3.5,3.5274746,3.6,3.5303001
3.5,3.5040374,3.6,3.5025232,3.5,3.5105796
3.6,3.5799973,3.5,3.5571609,3.5,3.5560417
3.5,3.589619,3.5,3.5698612,3.6,3.5676475
3.5,3.522082,3.6,3.5168588,3.5,3.5204222
3.6,3.5480886,3.5,3.531547,3.6,3.5366936
3.5,3.5279548,3.6,3.581752,3.5,3.7249937
3.6,3.540629,3.5,3.7077518,3.8,3.9154315
3.5,3.614364,3.8,3.8094525,4.0,3.9665895
3.8,3.7195563,4.0,3.7353103,4.0,3.7235887
4.0,3.8489122,4.0,3.795873,3.7,3.7713833
4.0,4.0099244,3.7,3.8663418,3.7,3.756609
3.7,3.9358122,3.7,3.7945871,3.6,3.7049084
3.7,3.7197845,3.6,3.6591926,3.6,3.6361532
3.6,3.6805346,3.6,3.6408112,3.6,3.628626
3.6,3.605266,3.6,3.5800035,3.6,3.57957
3.6,3.5857248,3.6,3.5637026,3.6,3.5679762
3.6,3.5688066,3.6,3.547272,3.5,3.553248
3.6,3.573527,3.5,3.5555258,3.6,3.5645857
3.5,3.5675097,3.6,3.5513697,3.7,3.561411
3.6,3.5724616,3.7,3.5574775,3.7,3.5683177
3.7,3.5933952,3.7,3.5767736,3.7,3.5847607
3.7,3.6475215,3.7,3.6177049,3.7,3.6165195
3.7,3.6591146,3.7,3.6081433,3.6,3.5923498
3.7,3.625508,3.6,3.5848212,3.6,3.5742989
3.6,3.6412673,3.6,3.6068895,3.7,3.5982814
3.6,3.6127617,3.7,3.5898602,3.6,3.5874026
3.7,3.6351254,3.6,3.6136522,3.6,3.6124218
3.6,3.6722653,3.6,3.654439,3.6,3.6553998
3.6,3.6112316,3.6,3.5951204,3.6,3.5926685
3.6,3.6475325,3.6,3.6344047,3.6,3.6390178
3.6,3.6687443,3.6,3.6756217,3.6,3.7026072
3.6,3.6331685,3.6,3.704492,3.8,3.7992494
3.6,3.743158,3.8,3.8471138,3.8999999,3.920373
3.8,3.8177118,3.8999999,3.875584,3.8999999,3.8638496
3.8999999,3.9551017,3.8999999,3.9669511,3.7,3.90253
3.8999999,3.9000616,3.7,3.8412607,3.7,3.7839968
3.7,3.862549,3.7,3.8022087,3.7,3.7671802
3.7,3.733556,3.7,3.7017932,3.6,3.6927817
3.7,3.6856246,3.6,3.6649492,3.5,3.6646705
3.6,3.67015,3.5,3.6504955,3.6,3.6521318
3.5,3.603165,3.6,3.583108,3.5,3.5880008
3.6,3.5662744,3.5,3.545237,3.6,3.5531096
3.5,3.5703263,3.6,3.5511706,3.6,3.558483
3.6,3.5639315,3.6,3.5458884,3.7,3.5550458
3.6,3.5960615,3.7,3.5807395,3.6,3.5902417
3.7,3.6002767,3.6,3.5836527,3.6,3.5909448
3.6,3.6730008,3.6,3.6483023,3.6,3.6480901
3.6,3.630867,3.6,3.6046615,3.4,3.6034646
3.6,3.5941305,3.4,3.5703697,3.5,3.5702705
3.4,3.5943651,3.5,3.5715032,3.6,3.5725107
3.5,3.557835,3.6,3.5348067,3.6,3.5363317
3.6,3.57735,3.6,3.5589426,3.6,3.5647235
3.6,3.5827878,3.6,3.5678153,3.6,3.5764146
3.6,3.6119692,3.6,3.59897,3.5,3.6090055
3.6,3.6007683,3.5,3.5902436,3.6,3.603246
3.5,3.6215215,3.6,3.6191628,3.6,3.6421762
3.6,3.5719595,3.6,3.6291914,3.6,3.7435129
3.6,3.6420588,3.6,3.73214,3.6,3.839319
3.6,3.7020633,3.6,3.7878075,3.6,3.819622
3.6,3.7403793,3.6,3.7571754,3.6,3.7512822
3.6,3.7074025,3.6,3.7105694,3.6,3.7184262
3.6,3.687961,3.6,3.6818712,3.6,3.6920178
3.6,3.6654656,3.6,3.6497736,3.6,3.6546695
3.6,3.6224804,3.6,3.6010597,3.6,3.6026607
3.6,3.5962164,3.6,3.5733798,3.5,3.5758572
3.6,3.5857344,3.5,3.5624468,3.4,3.5653481
3.5,3.557556,3.4,3.5354826,3.6,3.5437133
3.4,3.5350747,3.6,3.512507,3.6,3.5189755
3.6,3.536082,3.6,3.514771,3.6,3.5232062
3.6,3.5386195,3.6,3.5192337,3.5,3.528928
3.6,3.549772,3.5,3.5305185,3.5,3.539783
3.5,3.5714598,3.5,3.5521712,3.6,3.5590904
3.5,3.5420156,3.6,3.5228014,3.6,3.5332665
3.6,3.562973,3.6,3.5407887,3.5,3.5441778
3.6,3.6192942,3.5,3.598032,3.5,3.6029148
3.5,3.60234,3.5,3.576088,3.5,3.5751345
3.5,3.5583408,3.5,3.5342698,3.4,3.5370135
3.5,3.549265,3.4,3.527635,3.5,3.5325017
3.4,3.562878,3.5,3.544054,3.5,3.5513358
3.5,3.5041637,3.5,3.4996014,3.5,3.5116465
3.5,3.5358608,3.5,3.5226524,3.5,3.5379586
3.5,3.544872,3.5,3.5392716,3.5,3.5718849
3.5,3.5312326,3.5,3.553669,3.5,3.656843
3.5,3.547722,3.5,3.653527,3.5,3.834905
3.5,3.6053705,3.5,3.7382405,3.5,3.8822904
3.5,3.6664555,3.5,3.6710896,3.6,3.6739144
3.5,3.6103108,3.6,3.6008596,3.6,3.6148837
3.6,3.5717022,3.6,3.554691,3.5,3.5663157
3.6,3.58406,3.5,3.5591972,3.5,3.5614636
3.5,3.5638888,3.5,3.5377753,3.5,3.540871
3.5,3.5334299,3.5,3.5106215,3.5,3.5164473
3.5,3.5195448,3.5,3.4976368,3.5,3.5042996
3.5,3.5103,3.5,3.489162,3.5,3.4962704
3.5,3.4967659,3.5,3.4796064,3.6,3.4884171
3.5,3.4882553,3.6,3.4750469,3.5,3.4843352
3.6,3.5321138,3.5,3.513499,3.4,3.5237162
3.5,3.5356553,3.4,3.5192196,3.5,3.5307813
3.4,3.5323954,3.5,3.5146933,3.6,3.5256329
3.5,3.5117211,3.6,3.5076718,3.5,3.5160894
3.6,3.5659556,3.5,3.5398738,3.5,3.5415688
3.5,3.5705357,3.5,3.5433865,3.5,3.5441606
3.5,3.5426927,3.5,3.520939,3.5,3.5282376
3.5,3.5374565,3.5,3.517638,3.5,3.525803
3.5,3.513533,3.5,3.5023937,3.5,3.514078
3.5,3.5129666,3.5,3.5025754,3.5,3.5141904
3.5,3.5154946,3.5,3.502393,3.4,3.513831
3.5,3.516505,3.4,3.5027857,3.5,3.516038
3.4,3.5059595,3.5,3.5024467,3.6,3.5606775
3.5,3.471534,3.6,3.5943565,3.5,3.7863624
3.6,3.60187,3.5,3.7911491,3.6,3.9505556
3.5,3.7653463,3.6,3.786856,3.6,3.7632031
3.6,3.6227186,3.6,3.6222758,3.6,3.6365266
3.6,3.6079607,3.6,3.5897357,3.6,3.596457
3.6,3.5885458,3.6,3.5632553,3.5,3.5646713
3.6,3.5636241,3.5,3.5376081,3.5,3.5406406
3.5,3.5610137,3.5,3.5354972,3.4,3.5392814
3.5,3.5257592,3.4,3.5031662,3.5,3.5089715
3.4,3.5185156,3.5,3.496738,3.5,3.5032704
3.5,3.4654837,3.5,3.4576347,3.4,3.465759
3.5,3.4933097,3.4,3.4787598,3.5,3.4879513
3.4,3.505102,3.5,3.4891715,3.5,3.4994814
3.5,3.4957838,3.5,3.4894,3.5,3.501929
3.5,3.5967686,3.5,3.6222796,3.5,3.6737118
3.5,3.6047468,3.5,3.5883198,3.6,3.5972528
3.5,3.5779495,3.6,3.5587182,3.6,3.559239
3.6,3.5481389,3.6,3.5274882,3.6,3.5314162
3.6,3.5527306,3.6,3.5280263,3.5,3.5343516
3.6,3.5504718,3.5,3.52647,3.5,3.5314627
3.5,3.5443351,3.5,3.5221293,3.5,3.5294836
3.5,3.51602,3.5,3.495325,3.5,3.5048575
3.5,3.5171373,3.5,3.4967518,3.5,3.5068243
3.5,3.5002105,3.5,3.4852324,3.5,3.4952002
3.5,3.5084639,3.5,3.5139713,3.6,3.6075456
3.5,3.4977612,3.6,3.5897532,3.8,3.7797136
3.6,3.6412306,3.8,3.8191323,3.8999999,3.938464
3.8,3.6909533,3.8999999,3.6920228,3.8,3.6823897
3.8999999,3.8516417,3.8,3.7582614,3.6,3.7100027
3.8,3.830873,3.6,3.7084775,3.6,3.634039
3.6,3.7001936,3.6,3.6184683,3.6,3.5829659
3.6,3.5658681,3.6,3.5393538,3.6,3.5412374
3.6,3.5608885,3.6,3.5354717,3.6,3.5377567
3.6,3.5776844,3.6,3.5545232,3.2,3.5570269
3.6,3.582402,3.2,3.5608194,3.6,3.5650952
3.2,3.574032,3.6,3.5525177,3.6,3.5558846
3.6,3.4411063,3.6,3.4453237,3.5,3.4555159
3.6,3.5137064,3.5,3.5781283,3.7,3.756178
3.5,3.5887816,3.7,3.707969,3.5,3.8874679
3.7,3.6898248,3.5,3.779249,3.6,3.7711463
3.5,3.724294,3.6,3.687914,3.7,3.670276
3.6,3.5805914,3.7,3.5653954,3.6,3.5648484
3.7,3.5871668,3.6,3.5606349,3.6,3.561041
3.6,3.637428,3.6,3.58863,3.6,3.5742862
3.6,3.557814,3.6,3.532968,3.6,3.5371137
3.6,3.5652213,3.6,3.539625,3.6,3.5410907
3.6,3.5613556,3.6,3.5392964,3.6,3.54482
3.6,3.5643394,3.6,3.5437443,3.5,3.5491927
3.6,3.5773933,3.5,3.563935,3.6,3.5752783
3.5,3.5869906,3.6,3.625753,3.8999999,3.8847048
3.6,3.5574243,3.8999999,3.7341428,4.1,3.9212632
3.8999999,3.7992065,4.1,3.9149919,4.1,3.9266615
4.1,4.0041304,4.1,3.9466412,3.8999999,3.855934
4.1,4.0577483,3.8999999,3.8939593,3.7,3.7591388
3.8999999,3.9365911,3.7,3.7849174,3.7,3.6767457
3.7,3.791863,3.7,3.7010148,3.6,3.6567183
3.7,3.6763372,3.6,3.6288364,3.6,3.612849
3.6,3.681914,3.6,3.6492772,3.6,3.6408095
3.6,3.6265957,3.6,3.6039567,3.6,3.6038835
3.6,3.6054358,3.6,3.5842333,3.6,3.5878303
3.6,3.6008499,3.6,3.5856683,3.5,3.5954964
3.6,3.5375187,3.5,3.581699,3.8999999,3.7791169
3.5,3.5998816,3.8999999,3.7780929,3.7,3.977615
3.8999999,3.8258364,3.7,3.999345,3.7,4.078283
3.7,4.095174,3.7,4.1498246,3.7,4.045881
3.7,3.752373,3.7,3.7356277,3.7,3.7362833
3.7,3.6862478,3.7,3.669825,3.7,3.6706574
3.7,3.6916122,3.7,3.6533632,3.6,3.641992
3.7,3.6604204,3.6,3.619775,3.6,3.607854
3.6,3.638789,3.6,3.6088111,3.6,3.6033435
3.6,3.6013238,3.6,3.5781474,3.6,3.580008
