真实值_第1小时,预测值_第1小时,真实值_第2小时,预测值_第2小时,真实值_第3小时,预测值_第3小时
3.8999999,3.836718,3.8999999,3.801267,3.8999999,3.7858305
3.8999999,3.8344102,3.8999999,3.8407333,4.3,3.9019196
3.8999999,3.8690245,4.3,3.919198,4.5,4.0673976
4.3,3.8918142,4.5,4.0213356,4.7,4.144989
4.5,4.376242,4.7,4.4702992,4.7,4.4936075
4.7,4.524347,4.7,4.569413,4.6,4.5536084
4.7,4.6105933,4.6,4.5711956,4.3,4.5002813
4.6,4.575004,4.3,4.4783916,4.1,4.3512855
4.3,4.4052973,4.1,4.2494,4.0,4.101429
4.1,4.1632133,4.0,4.0312524,4.0,3.9480057
4.0,3.9718347,4.0,3.9117956,4.0,3.881
4.0,3.8996594,4.0,3.8622081,4.0,3.8413358
4.0,3.9184513,4.0,3.891392,4.0,3.8779743
4.0,3.873162,4.0,3.8833585,4.0,3.9396415
4.0,3.9297485,4.0,3.997931,4.3,4.2703776
4.0,4.0802927,4.3,4.285592,4.7,4.4323196
4.3,4.1953883,4.7,4.344972,4.8,4.4080834
4.7,4.3961387,4.8,4.398637,4.6,4.3495407
4.8,4.6134624,4.6,4.5017185,4.3,4.346224
4.6,4.533657,4.3,4.3404408,4.0,4.1613703
4.3,4.3271995,4.0,4.1404595,4.0,4.000484
4.0,4.121818,4.0,3.9977934,3.8999999,3.9281406
4.0,3.9344053,3.8999999,3.8846023,4.0,3.8608928
3.8999999,3.9378703,4.0,3.9034846,4.0,3.8887274
4.0,3.8596277,4.0,3.8306482,3.8999999,3.8199348
4.0,3.9273162,3.8999999,3.9175036,3.8999999,3.9596949
3.8999999,3.918616,3.8999999,3.968167,4.4,4.232126
3.8999999,4.0327253,4.4,4.34139,4.7,4.544146
4.4,4.313528,4.7,4.531781,5.0,4.6282845
4.7,4.544482,5.0,4.6065345,4.8,4.5733113
5.0,4.70446,4.8,4.630734,4.5,4.5004582
4.8,4.6814623,4.5,4.518716,4.2,4.329069
4.5,4.5322967,4.2,4.3539195,4.1,4.1838126
4.2,4.2997937,4.1,4.1596413,4.0,4.0498857
4.1,4.103339,4.0,4.004963,4.0,3.9518645
4.0,3.9875162,4.0,3.9372818,4.0,3.9101791
4.0,3.942706,4.0,3.9069724,4.0,3.8916252
4.0,3.9181523,4.0,3.8938677,4.0,3.8965461
4.0,3.907945,4.0,3.927313,4.0,4.0708203
4.0,3.9612806,4.0,4.0268917,4.4,4.2423186
4.0,4.0680194,4.4,4.214983,4.5,4.3425703
4.4,4.1651864,4.5,4.226575,4.4,4.1979218
4.5,4.4502406,4.4,4.3587856,4.2,4.196854
4.4,4.372574,4.2,4.1958866,4.0,4.0415382
4.2,4.2128544,4.0,4.0612264,3.8999999,3.956948
4.0,4.0462594,3.8999999,3.9766862,3.8999999,3.9364092
3.8999999,3.9386814,3.8999999,3.899165,3.8999999,3.8788028
3.8999999,3.8682423,3.8999999,3.837421,3.8999999,3.8251193
3.8999999,3.8789542,3.8999999,3.8519046,3.8999999,3.8421614
3.8999999,3.866437,3.8999999,3.848451,3.8999999,3.8656964
3.8999999,3.8544447,3.8999999,3.8663902,4.0,3.9658442
3.8999999,3.9510286,4.0,4.1069813,4.4,4.328236
4.0,4.0866733,4.4,4.291091,4.6,4.4242845
4.4,4.243978,4.6,4.393247,4.7,4.43421
4.6,4.4981112,4.7,4.4795856,4.6,4.3844357
4.7,4.6233463,4.6,4.5035014,4.3,4.3368664
4.6,4.4877396,4.3,4.297139,4.1,4.1309524
4.3,4.3587527,4.1,4.1985674,4.1,4.0717754
4.1,4.1563997,4.1,4.0561857,4.0,3.994308
4.1,4.02083,4.0,3.9661806,4.0,3.9366348
4.0,3.988011,4.0,3.949372,4.0,3.9281788
4.0,3.944902,4.0,3.9172497,4.0,3.9060864
4.0,3.938087,4.0,3.916271,3.8999999,3.9361465
4.0,3.9352443,3.8999999,3.9323587,4.0,3.9949956
3.8999999,3.9702091,4.0,3.9700546,3.8999999,4.0147686
4.0,3.983496,3.8999999,4.033582,4.0,4.092817
3.8999999,4.0796976,4.0,4.0359726,3.8999999,3.9941015
4.0,4.0533004,3.8999999,4.0038424,3.8999999,3.9543734
3.8999999,3.9423108,3.8999999,3.9058902,3.8999999,3.8769214
3.8999999,3.8616896,3.8999999,3.8291845,3.8999999,3.8146493
3.8999999,3.858034,3.8999999,3.8303099,3.8999999,3.8194366
3.8999999,3.8558822,3.8999999,3.8322818,3.8999999,3.8217797
3.8999999,3.8562713,3.8999999,3.8331902,3.8999999,3.8239183
3.8999999,3.8527586,3.8999999,3.830217,3.8999999,3.8219821
3.8999999,3.8531537,3.8999999,3.831643,3.8999999,3.8243034
3.8999999,3.9150648,3.8999999,3.9135647,3.8999999,3.9414701
3.8999999,3.921573,3.8999999,3.950576,4.1,4.0579076
3.8999999,3.934595,4.1,4.0258436,4.3,4.13019
4.1,4.0630956,4.3,4.159585,4.4,4.1817417
4.3,4.2327685,4.4,4.2276297,4.2,4.138254
4.4,4.35431,4.2,4.2459693,4.0,4.124412
4.2,4.253715,4.0,4.1423864,4.0,4.058028
4.0,4.113533,4.0,4.0538216,3.8999999,4.0191193
4.0,4.000705,3.8999999,3.964937,3.8999999,3.9478734
3.8999999,3.9763095,3.8999999,3.948945,3.8999999,3.936349
3.8999999,3.8903832,3.8999999,3.8628387,3.8999999,3.8531597
3.8999999,3.877241,3.8999999,3.8475916,3.8,3.8367262
3.8999999,3.8812947,3.8,3.8530498,3.8999999,3.8434591
3.8,3.840795,3.8999999,3.8166375,3.8999999,3.8272026
3.8999999,3.8198357,3.8999999,3.8043833,3.8999999,3.8266253
3.8999999,3.8784683,3.8999999,3.8564117,3.8999999,3.8614752
3.8999999,3.957969,3.8999999,3.9452078,3.8999999,3.9227104
3.8999999,3.8790119,3.8999999,3.8542624,3.8999999,3.8420963
3.8999999,3.9028003,3.8999999,3.8784626,3.7,3.8472195
3.8999999,3.866972,3.7,3.8416421,3.8,3.8305998
3.7,3.8479064,3.8,3.825053,3.8,3.8161442
3.8,3.798706,3.8,3.7832239,3.8,3.7778437
3.8,3.8238816,3.8,3.8082395,3.8,3.8031704
3.8,3.8077407,3.8,3.7990675,3.8999999,3.797988
3.8,3.820314,3.8999999,3.8084872,3.8,3.8067818
3.8999999,3.8651044,3.8,3.8479147,3.8,3.856361
3.8,3.8607645,3.8,3.8406234,3.8,3.8371537
3.8,3.8541532,3.8,3.8533535,3.8,3.8850567
3.8,3.847931,3.8,3.8874705,3.8,3.9303968
3.8,3.9667342,3.8,4.0511217,3.8,4.0741787
3.8,3.9560068,3.8,4.0009613,3.8999999,3.9945462
3.8,3.896268,3.8999999,3.905499,3.8999999,3.8807085
3.8999999,3.831305,3.8999999,3.8460312,3.8,3.842431
3.8999999,3.868234,3.8,3.8488681,3.8,3.8323336
3.8,3.8351102,3.8,3.8096366,3.8,3.800791
3.8,3.7837634,3.8,3.7601469,3.8,3.751668
3.8,3.7826133,3.8,3.7469292,3.8,3.7328024
3.8,3.7647793,3.8,3.7249508,3.8999999,3.7099087
3.8,3.7474,3.8999999,3.7100399,3.8,3.6965053
3.8999999,3.7797613,3.8,3.733591,3.8999999,3.7153325
3.8,3.8063154,3.8999999,3.769173,3.8,3.752605
3.8999999,3.782266,3.8,3.7429516,3.8,3.7276878
3.8,3.8213613,3.8,3.7902641,3.8,3.7763875
3.8,3.8166707,3.8,3.7880409,3.8,3.775609
3.8,3.841472,3.8,3.8064284,3.8,3.7905078
3.8,3.8339484,3.8,3.7978864,3.8,3.781304
3.8,3.8182778,3.8,3.793473,3.8,3.7837293
3.8,3.7921991,3.8,3.779428,3.8,3.776558
3.8,3.8062801,3.8,3.7925336,3.8,3.7896354
3.8,3.7943885,3.8,3.7848957,3.8,3.7844756
3.8,3.7862155,3.8,3.7792807,3.8,3.7801197
3.8,3.8117077,3.8,3.8004184,3.8,3.800214
3.8,3.7721496,3.8,3.7831001,3.8,3.8320134
3.8,3.8131032,3.8,3.824989,3.8,3.937764
3.8,3.8042173,3.8,3.892134,3.8999999,4.0039325
3.8,3.9398682,3.8999999,4.0606594,3.8,4.133368
3.8999999,3.9344914,3.8,3.982052,3.8,3.9808776
3.8,3.9049575,3.8,3.887337,3.8999999,3.8599038
3.8,3.8197596,3.8999999,3.7986317,3.8999999,3.7924287
3.8999999,3.8015835,3.8999999,3.7731216,3.8999999,3.7598732
3.8999999,3.8076122,3.8999999,3.7644446,3.8,3.744838
3.8999999,3.8139079,3.8,3.7750084,3.8,3.756538
3.8,3.8128939,3.8,3.774208,3.8999999,3.755839
3.8,3.776723,3.8999999,3.7311864,3.8999999,3.711879
3.8999999,3.785073,3.8999999,3.7427814,3.8999999,3.7246144
3.8999999,3.8057065,3.8999999,3.7749848,3.8,3.761765
3.8999999,3.8258352,3.8,3.7989569,3.8999999,3.7890787
3.8,3.8701463,3.8999999,3.8423223,3.8,3.825259
3.8999999,3.8301861,3.8,3.7920172,3.8,3.7758267
3.8,3.9052625,3.8,3.862278,3.8999999,3.8200934
3.8,3.8522234,3.8999999,3.8194494,3.8999999,3.795279
3.8999999,3.8082323,3.8999999,3.7825868,3.8,3.772056
3.8999999,3.8423216,3.8,3.814697,3.8,3.8032725
3.8,3.8469937,3.8,3.8219092,3.8,3.8120115
3.8,3.8034348,3.8,3.7877595,3.8,3.7827394
3.8,3.795303,3.8,3.783183,3.7,3.780256
3.8,3.8012538,3.7,3.7888138,3.8,3.786824
3.7,3.7740734,3.8,3.7801573,3.8999999,3.8270528
3.8,3.7199912,3.8999999,3.7829504,4.1,4.0050077
3.8999999,3.801757,4.1,3.9642386,4.4,4.1376
4.1,4.0767345,4.4,4.210546,4.5,4.2714496
4.4,4.2298965,4.5,4.2706714,4.3,4.227906
4.5,4.4297147,4.3,4.2987146,4.1,4.142631
4.3,4.2768035,4.1,4.092887,4.0,3.9628756
4.1,4.128014,4.0,3.9863605,3.8999999,3.902621
4.0,3.9440076,3.8999999,3.8735561,3.8999999,3.8350463
3.8999999,3.8843064,3.8999999,3.8433776,3.8999999,3.8235886
3.8999999,3.8521225,3.8999999,3.8098779,3.8999999,3.7902684
3.8999999,3.8583317,3.8999999,3.8236384,3.8999999,3.8087764
3.8999999,3.8636801,3.8999999,3.8352745,3.8,3.8340874
3.8999999,3.857661,3.8,3.848838,3.8999999,3.8858776
3.8,3.8663547,3.8999999,3.8684952,4.1,3.9142408
3.8999999,3.8432143,4.1,3.9181612,4.3,3.9933653
4.1,4.0545106,4.3,4.1165104,4.3,4.1001596
4.3,4.222699,4.3,4.1509504,4.1,4.0237727
4.3,4.205616,4.1,4.062146,4.0,3.9587193
4.1,4.1410575,4.0,4.016842,3.8999999,3.9431987
4.0,3.9477687,3.8999999,3.9092002,3.8999999,3.8865733
3.8999999,3.9218445,3.8999999,3.896588,3.8999999,3.887823
3.8999999,3.8782878,3.8999999,3.8496442,3.8999999,3.838717
3.8999999,3.8612218,3.8999999,3.8339002,3.8999999,3.8232815
3.8999999,3.8741987,3.8999999,3.8482575,3.8999999,3.8426592
3.8999999,3.8380136,3.8999999,3.835319,4.1,3.9031818
3.8999999,3.8806748,4.1,3.9569454,4.4,4.1847367
4.1,4.0344176,4.4,4.229374,4.6,4.363541
4.4,4.2995152,4.6,4.435666,4.6,4.46146
4.6,4.500278,4.6,4.474544,4.3,4.357183
4.6,4.473495,4.3,4.275112,4.1,4.107184
4.3,4.341377,4.1,4.1728864,4.0,4.0422363
4.1,4.131092,4.0,4.0231576,4.0,3.9623802
4.0,3.981858,4.0,3.934207,3.8999999,3.907856
4.0,3.9407802,3.8999999,3.9083524,3.8999999,3.8954563
3.8999999,3.950444,3.8999999,3.9235432,3.8999999,3.9127727
3.8999999,3.8952627,3.8999999,3.8684206,3.8999999,3.8591068
3.8999999,3.9070215,3.8999999,3.8969164,3.8999999,3.930531
3.8999999,3.8510194,3.8999999,3.8560128,4.1,3.9292777
3.8999999,3.9095967,4.1,4.0038733,4.4,4.1548977
4.1,4.0930085,4.4,4.236779,4.5,4.324257
4.4,4.2540455,4.5,4.289512,4.3,4.2007017
4.5,4.459252,4.3,4.323337,4.1,4.15661
4.3,4.3146596,4.1,4.132462,4.0,3.9934309
4.1,4.124547,4.0,4.0064173,4.0,3.9404747
4.0,3.9888153,4.0,3.936679,4.0,3.9049444
4.0,3.911214,4.0,3.88043,4.0,3.8693986
4.0,3.9364464,4.0,3.9103665,3.8999999,3.9003148
4.0,3.9510787,3.8999999,3.9282036,3.8999999,3.9183831
3.8999999,3.9508896,3.8999999,3.9285953,3.8999999,3.9288132
3.8999999,3.84929,3.8999999,3.8745995,4.3,4.0406938
3.8999999,3.9320369,4.3,4.1299944,4.6,4.326065
4.3,4.260603,4.6,4.485312,4.7,4.5858626
4.6,4.4287148,4.7,4.534215,4.5,4.4870505
4.7,4.6178885,4.5,4.4929976,4.3,4.3177695
4.5,4.4969435,4.3,4.29655,4.1,4.1253505
4.3,4.2684913,4.1,4.135771,4.0,4.0345707
4.1,4.1465707,4.0,4.06831,4.0,4.0205355
4.0,4.0191116,4.0,3.9746866,3.8999999,3.9496357
4.0,3.9564095,3.8999999,3.9244888,3.8999999,3.9110942
3.8999999,3.9554434,3.8999999,3.9299572,3.8999999,3.9201925
3.8999999,3.9362912,3.8999999,3.9095192,3.8999999,3.9126935
3.8999999,3.8795261,3.8999999,3.879103,3.8999999,3.934311
3.8999999,3.8801656,3.8999999,3.9639597,4.2,4.137738
3.8999999,3.9766371,4.2,4.114835,4.4,4.2440844
4.2,4.15201,4.4,4.284621,4.4,4.2799935
4.4,4.322142,4.4,4.274685,4.2,4.1246004
4.4,4.331715,4.2,4.158045,4.0,4.012951
4.2,4.212638,4.0,4.055358,3.8999999,3.9479687
4.0,4.06497,3.8999999,3.9952543,3.8999999,3.9548376
3.8999999,3.931235,3.8999999,3.9052792,3.8999999,3.8957753
3.8999999,3.8903425,3.8999999,3.8622723,3.8999999,3.8512144
3.8999999,3.881938,3.8999999,3.8545058,3.8999999,3.843822
3.8999999,3.888717,3.8999999,3.8642185,3.8999999,3.8554585
3.8999999,3.8556259,3.8999999,3.8546653,3.8999999,3.9069848
3.8999999,3.8822553,3.8999999,3.9670427,4.5,4.228275
3.8999999,4.0069675,4.5,4.2716346,4.7,4.443138
4.5,4.28225,4.7,4.470469,4.7,4.5367217
4.7,4.571085,4.7,4.5436664,4.4,4.429559
4.7,4.5548096,4.4,4.359471,4.1,4.156547
4.4,4.44239,4.1,4.22306,4.0,4.058338
4.1,4.1858106,4.0,4.0429068,3.8999999,3.9512565
4.0,4.01281,3.8999999,3.9515696,3.8999999,3.917757
3.8999999,3.9327443,3.8999999,3.89832,3.8,3.8859673
3.8999999,3.9004793,3.8,3.8676627,3.8,3.8513134
3.8,3.8859894,3.8,3.8559043,3.8,3.8442488
3.8,3.8116934,3.8,3.7907655,3.8,3.8217273
3.8,3.7664862,3.8,3.8061106,4.2,4.031079
3.8,3.8718534,4.2,4.1006722,4.5,4.2881308
4.2,4.198801,4.5,4.4100966,4.5,4.503264
4.5,4.3873253,4.5,4.435706,4.3,4.327218
4.5,4.4862633,4.3,4.3154955,4.1,4.1356688
4.3,4.327985,4.1,4.130287,4.0,3.9815705
4.1,4.097039,4.0,3.9522386,3.8999999,3.8686266
4.0,3.9408078,3.8999999,3.8736157,3.8999999,3.8371804
3.8999999,3.8938725,3.8999999,3.8551295,3.8999999,3.8352668
3.8999999,3.856261,3.8999999,3.8161576,3.8999999,3.797753
3.8999999,3.8543253,3.8999999,3.820965,3.8,3.8065555
3.8999999,3.867627,3.8,3.8398302,3.8,3.839133
3.8,3.8273346,3.8,3.8508651,4.1,4.019802
3.8,3.8143928,4.1,4.0238037,4.3,4.234538
4.1,4.152844,4.3,4.3712564,4.5,4.484341
4.3,4.3139815,4.5,4.4347196,4.3,4.3752646
4.5,4.4215674,4.3,4.325001,4.1,4.1723995
4.3,4.3581424,4.1,4.159925,3.8999999,4.008086
4.1,4.117388,3.8999999,3.9782655,3.8999999,3.8976169
3.8999999,3.9647608,3.8999999,3.9083083,3.8,3.8763006
3.8999999,3.884991,3.8,3.8488684,3.8,3.8320754
3.8,3.8761091,3.8,3.8439047,3.8,3.8300548
3.8,3.8173957,3.8,3.7852468,3.8,3.7703683
3.8,3.813366,3.8,3.7877586,3.8,3.7778661
3.8,3.7609835,3.8,3.7650638,4.1,3.881503
3.8,3.7996037,4.1,3.9633267,4.4,4.207272
4.1,4.0971446,4.4,4.306614,4.6,4.426451
4.4,4.353271,4.6,4.5003424,4.5,4.456431
4.6,4.551822,4.5,4.462539,4.2,4.2933383
4.5,4.4728184,4.2,4.2551503,4.0,4.071966
4.2,4.213601,4.0,4.0379887,3.8999999,3.919176
4.0,4.0058722,3.8999999,3.9075415,3.8999999,3.8530998
3.8999999,3.899168,3.8999999,3.856854,3.8999999,3.8356645
3.8999999,3.861509,3.8999999,3.8219569,3.8999999,3.8039947
3.8999999,3.8608592,3.8999999,3.8258579,3.8,3.8105166
3.8999999,3.873109,3.8,3.8436313,3.7,3.8330326
3.8,3.838385,3.7,3.8337538,4.1,3.9016817
3.7,3.8169456,4.1,3.9665892,4.4,4.2289906
4.1,3.9623687,4.4,4.253045,4.6,4.424703
4.4,4.364075,4.6,4.5401125,4.6,4.546066
4.6,4.532772,4.6,4.487328,4.3,4.3396497
4.6,4.4855986,4.3,4.2715826,4.1,4.0889683
4.3,4.3105264,4.1,4.113168,4.0,3.9767084
4.1,4.0991697,4.0,3.979875,3.8999999,3.9165554
4.0,3.987076,3.8999999,3.9352188,3.8999999,3.9062083
3.8999999,3.9225047,3.8999999,3.8897917,3.8,3.8794413
3.8999999,3.88319,3.8,3.8482237,3.8,3.8321123
3.8,3.8684742,3.8,3.8377202,3.8,3.8253198
3.8,3.79694,3.8,3.7867517,4.0,3.834133
3.8,3.773219,4.0,3.8503726,4.4,4.1052685
4.0,3.9368732,4.4,4.2149878,4.6,4.397794
4.4,4.361658,4.6,4.5476055,4.7,4.6017947
4.6,4.5386124,4.7,4.5483937,4.5,4.4229593
4.7,4.5827284,4.5,4.4158564,4.1,4.2236233
4.5,4.472243,4.1,4.251461,4.0,4.0733404
4.1,4.2399583,4.0,4.0753694,3.8999999,3.960636
4.0,3.9954572,3.8999999,3.9229438,3.8999999,3.882003
3.8999999,3.9232938,3.8999999,3.8852537,3.8999999,3.8715038
3.8999999,3.878355,3.8999999,3.8403373,3.8999999,3.8228905
3.8999999,3.8662717,3.8999999,3.8343604,3.8999999,3.8212895
3.8999999,3.866027,3.8999999,3.8483367,3.8,3.8779662
3.8999999,3.8239045,3.8,3.8685274,4.2,4.0801272
3.8,3.946469,4.2,4.1638637,4.5,4.3495245
4.2,4.2161207,4.5,4.435568,4.6,4.531918
4.5,4.3671556,4.6,4.4217095,4.4,4.326356
4.6,4.532638,4.4,4.3821826,4.2,4.2042108
4.4,4.3723097,4.2,4.1623387,4.0,4.004406
4.2,4.14502,4.0,3.991613,3.8999999,3.897444
4.0,4.0459785,3.8999999,3.9790344,3.8999999,3.9404123
3.8999999,3.9325716,3.8999999,3.8998265,3.8,3.8876128
3.8999999,3.889378,3.8,3.856682,3.8999999,3.8418376
3.8,3.8888695,3.8999999,3.8579314,3.8,3.8439987
3.8999999,3.8183403,3.8,3.7955282,3.8,3.7954156
3.8,3.801862,3.8,3.8287444,4.2,4.0125823
3.8,3.856523,4.2,4.11959,4.5,4.3432956
4.2,4.2433434,4.5,4.489037,4.7,4.596985
4.5,4.4082785,4.7,4.5386653,4.6,4.491898
4.7,4.607659,4.6,4.489606,4.2,4.319744
4.6,4.5149174,4.2,4.299926,4.1,4.1067524
4.2,4.316621,4.1,4.1196685,4.0,3.9875674
4.1,4.05323,4.0,3.9481628,3.8999999,3.8943217
4.0,3.9704359,3.8999999,3.9222987,3.8999999,3.8970323
3.8999999,3.931837,3.8999999,3.8967519,3.8999999,3.8843956
3.8999999,3.883082,3.8999999,3.847521,3.8999999,3.8310952
3.8999999,3.9041598,3.8999999,3.8772695,3.8999999,3.8674276
3.8999999,3.8392491,3.8999999,3.840725,3.8999999,3.9339383
3.8999999,3.852791,3.8999999,3.951084,4.3,4.168013
3.8999999,4.020137,4.3,4.202561,4.5,4.325633
4.3,4.190278,4.5,4.349228,4.5,4.3468857
4.5,4.4043937,4.5,4.326684,4.2,4.1520724
4.5,4.364174,4.2,4.1639423,4.0,4.010151
4.2,4.2379746,4.0,4.0671673,4.0,3.9472911
4.0,4.0477552,4.0,3.976358,3.8999999,3.934888
4.0,3.9288037,3.8999999,3.9010072,3.8999999,3.891683
3.8999999,3.9483414,3.8999999,3.924795,3.8999999,3.9148898
3.8999999,3.9052417,3.8999999,3.8794305,3.8999999,3.8691642
3.8999999,3.9187696,3.8999999,3.896626,3.8999999,3.888495
3.8999999,3.878222,3.8999999,3.8730707,3.8999999,3.9306073
3.8999999,3.8839905,3.8999999,3.991773,4.3,4.237753
3.8999999,4.0202303,4.3,4.2733865,4.6,4.433095
4.3,4.279741,4.6,4.476884,4.6,4.541362
4.6,4.445077,4.6,4.448001,4.3,4.3375196
4.6,4.5190043,4.3,4.3199983,4.1,4.139791
4.3,4.3810406,4.1,4.1819205,4.0,4.0341325
4.1,4.138312,4.0,4.029365,4.0,3.9669209
4.0,4.013997,4.0,3.966338,3.8999999,3.9392138
4.0,3.9519353,3.8999999,3.9261875,3.8999999,3.9155505
3.8999999,3.95354,3.8999999,3.9298637,3.8999999,3.9206898
3.8999999,3.8911214,3.8999999,3.8630767,3.8999999,3.8510818
3.8999999,3.9038756,3.8999999,3.8846161,3.8999999,3.908776
3.8999999,3.8322666,3.8999999,3.8679352,4.1,4.0479035
3.8999999,3.9549513,4.1,4.125817,4.3,4.284543
4.1,4.126889,4.3,4.2872133,4.4,4.3613377
4.3,4.253796,4.4,4.251227,4.1,4.1207027
4.4,4.315077,4.1,4.148327,4.0,3.9987628
4.1,4.193921,4.0,4.0245442,4.0,3.9108574
4.0,3.9566376,4.0,3.9048615,3.8999999,3.8740888
4.0,3.9322326,3.8999999,3.9070852,3.8,3.898127
3.8999999,3.9362955,3.8,3.913181,3.8999999,3.904663
3.8,3.880287,3.8999999,3.8534265,3.8999999,3.8430948
3.8999999,3.850483,3.8999999,3.8230848,3.8999999,3.8120713
3.8999999,3.8680077,3.8999999,3.8476055,3.8999999,3.862462
3.8999999,3.8449843,3.8999999,3.8780615,4.1,4.0725617
3.8999999,3.9337087,4.1,4.1296725,4.4,4.314887
4.1,4.232012,4.4,4.4417744,4.6,4.533011
4.4,4.317477,4.6,4.390715,4.3,4.3245
4.6,4.477255,4.3,4.3511295,4.2,4.188132
4.3,4.4269857,4.2,4.2174544,4.1,4.0572157
4.2,4.1379004,4.1,4.011086,4.0,3.9375145
4.1,4.0509176,4.0,3.9956064,4.0,3.9633372
4.0,4.005986,4.0,3.9764278,4.1,3.9596128
4.0,3.9546585,4.1,3.9319234,4.0,3.9225264
4.1,3.9665444,4.0,3.9461296,3.8999999,3.9385786
4.0,4.037678,3.8999999,4.0144577,3.8999999,4.0044947
3.8999999,3.9835167,3.8999999,3.9723818,3.8999999,3.9867024
3.8999999,3.8835878,3.8999999,3.8980076,4.0,4.003429
3.8999999,3.8797474,4.0,3.9378164,4.2,4.018188
4.0,4.0419426,4.2,4.072919,4.0,4.05373
4.2,4.0932198,4.0,4.023651,3.8999999,3.9608088
4.0,4.0634255,3.8999999,4.0085936,3.8999999,3.976111
3.8999999,3.9490988,3.8999999,3.9292138,3.8,3.932292
3.8999999,3.9220905,3.8,3.900814,3.7,3.8938549
3.8,3.913834,3.7,3.8931873,3.8,3.8867202
3.7,3.8458912,3.8,3.8268278,3.8,3.8196707
3.8,3.7943988,3.8,3.7834966,3.8999999,3.7797284
3.8,3.8131697,3.8999999,3.8006768,3.8,3.797573
3.8999999,3.793688,3.8,3.8000312,3.8999999,3.8930898
3.8,3.8599596,3.8999999,3.934807,4.1,4.145141
3.8999999,3.8717158,4.1,4.0600853,4.3,4.224176
4.1,4.1398563,4.3,4.2846384,4.4,4.283009
4.3,4.2688313,4.4,4.212656,4.1,4.0594287
4.4,4.2708187,4.1,4.0952187,4.0,3.9591942
4.1,4.158708,4.0,4.015254,3.8999999,3.926147
4.0,3.957149,3.8999999,3.909829,3.8999999,3.883532
3.8999999,3.9211748,3.8999999,3.8956456,3.8999999,3.8881965
3.8999999,3.897491,3.8999999,3.8740833,3.8999999,3.8656812
3.8999999,3.8864741,3.8999999,3.8632896,3.8999999,3.8549168
3.8999999,3.8930836,3.8999999,3.8718665,3.8,3.8643446
3.8999999,3.9084291,3.8,3.8865418,3.8,3.8911185
3.8,3.8515341,3.8,3.850813,3.8999999,3.9006245
3.8,3.8286731,3.8999999,3.8536189,3.8,3.9268422
3.8999999,3.8502886,3.8,3.854767,3.8999999,3.877735
3.8,3.954391,3.8999999,3.9156482,3.8,3.8840215
3.8999999,3.869921,3.8,3.8240373,3.8,3.797926
3.8,3.8488097,3.8,3.820578,3.8,3.8093507
3.8,3.8288488,3.8,3.8060315,3.8999999,3.796014
3.8,3.8229747,3.8999999,3.803894,3.8,3.7954328
3.8999999,3.8024719,3.8,3.7905312,3.8,3.7852569
3.8,3.840794,3.8,3.821542,3.8,3.8139253
3.8,3.8036237,3.8,3.7917843,3.8,3.7868407
3.8,3.7986362,3.8,3.7925894,3.8,3.7934213
3.8,3.7678761,3.8,3.7772124,3.8,3.9152558
3.8,3.7627642,3.8,3.8391402,3.8,4.034533
3.8,3.9959564,3.8,4.1511188,3.8,4.2487507
3.8,3.98961,3.8,4.05031,3.8999999,4.0073605
3.8,3.9011998,3.8999999,3.8695037,3.8999999,3.8464751
3.8999999,3.8487709,3.8999999,3.8155966,3.8,3.7998562
3.8999999,3.8621604,3.8,3.8326437,3.7,3.8207269
3.8,3.8530312,3.7,3.8261116,3.8,3.8153133
3.7,3.8080175,3.8,3.7883234,3.8,3.7809417
3.8,3.7239752,3.8,3.7060075,3.8,3.7048767
3.8,3.781729,3.8,3.7600093,3.8,3.7507823
3.8,3.7827973,3.8,3.7583654,3.8,3.748033
3.8,3.7837718,3.8,3.7629464,3.8,3.7565045
3.8,3.7599688,3.8,3.7461944,3.8,3.745156
3.8,3.7815156,3.8,3.7683637,3.8,3.767336
3.8,3.7854605,3.8,3.76285,3.8,3.7547467
3.8,3.8611696,3.8,3.778228,3.8,3.7321222
3.8,3.7876382,3.8,3.73149,3.8,3.7050014
3.8,3.788946,3.8,3.7469273,3.8,3.7268486
3.8,3.8005102,3.8,3.778961,3.8,3.7680357
3.8,3.7991695,3.8,3.7837036,3.8,3.7760417
3.8,3.7908356,3.8,3.7776449,3.8,3.7722256
3.8,3.7899811,3.8,3.7793062,3.8,3.7759218
3.8,3.7898824,3.8,3.7825441,3.8,3.7818289
3.8,3.8128788,3.8,3.8049238,3.8,3.8101916
3.8,3.8140838,3.8,3.8168344,3.8,3.9272308
3.8,3.8051457,3.8,3.879719,3.8,3.9999647
3.8,3.9480271,3.8,4.0490093,3.8,4.0730066
3.8,3.9734862,3.8,4.0118318,3.8999999,3.9681718
3.8,3.9138691,3.8999999,3.8910444,3.8,3.853789
3.8999999,3.8529253,3.8,3.8265388,3.8,3.808493
3.8,3.8684316,3.8,3.841167,3.8,3.8305051
3.8,3.8162484,3.8,3.7971199,3.8,3.7912261
3.8,3.790287,3.8,3.7748778,3.8,3.7704375
3.8,3.7761478,3.8,3.7600844,3.8,3.7544935
3.8,3.7859373,3.8,3.7610235,3.8,3.7509317
3.8,3.7702947,3.8,3.743583,3.8,3.7331002
3.8,3.765076,3.8,3.7385004,3.6,3.7294152
3.8,3.758269,3.6,3.7335196,0.0,3.7267323
3.6,3.7206938,0.0,3.6973703,3.8,3.6946936
